QUOTE_UNIXTIME,UNDERLYING_LAST,STRIKE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,C_LAST
2023-01-01 00:00:00,3762.1780831931537,3629.593050187034,95.52257456360567,0.672702994208898,0.05719958782835928,19.681776013872103,-3.5174304592217798,1.1639836418666238,88.10716957895823,0.08271560228053898,286.554963408617
2023-01-01 01:00:00,4165.500014486941,3879.3306631648506,90.14726166127994,0.7966813971913723,0.08054323292999864,23.67178296875107,-8.276136378948337,5.60317584693388,74.91320176525109,0.005072096363899603,451.77950668186577
2023-01-01 02:00:00,4012.3957592679835,4111.062085113485,330.7829218901784,0.250467898792499,0.0760160929790159,42.72736966010902,-1.2760543664518509,24.937374152698276,-161.69832053465694,0.044982054367216875,305.57572937832794
2023-01-01 03:00:00,3919.0609389379256,4012.557420486693,91.08436294506973,0.6248740996069989,0.01538999046937737,17.00021930299461,-3.868837609307585,23.003050690150072,169.02896196232,-0.012790340405482437,156.62009529772752
2023-01-01 04:00:00,3609.2130483097058,4064.5928035030147,99.26165003695031,0.5717459831437487,0.014924946974147391,43.482484240608564,-8.427961164430457,10.519280743714406,27.388880862727838,0.02600691550848764,150.5729013119831
2023-01-01 05:00:00,3609.1961642353417,3961.148356697502,277.18036578255675,0.8328303767882711,0.026817436774491332,4.406721548834574,-0.3766194251879318,11.304318833226375,-54.5097915457263,-0.03188481251577626,251.61427331261663
2023-01-01 06:00:00,3540.65852851774,3984.5935951624965,164.1550424944471,0.9060870604812605,0.03610747263410372,38.83992186043154,-4.816345366646794,16.006633006607384,102.61543339812266,-0.03976819604291093,189.95674225197192
2023-01-01 07:00:00,4106.323302042455,4094.4369560957234,283.49935328864115,0.012156771477386807,0.04084555814084826,42.377381652736815,-9.27101548128345,0.007230140554036479,-97.05381663934638,0.015645957233902743,301.4024531018456
2023-01-01 08:00:00,3920.7805082202462,3674.76760620143,23.858647511000612,0.6740199190587927,0.06796972168333452,9.090882641866937,-3.731670955849328,7.237330081140836,77.40393481852817,-0.00037406516320392935,326.2063701216062
2023-01-01 09:00:00,3995.650804457232,3842.5974745501985,177.96348569078526,0.05183579911972902,0.00566804321658354,21.51732661861002,-7.468010929871898,6.246954258246433,-184.1155169711011,0.015907273829996217,376.2545339429189
2023-01-01 10:00:00,3514.4091460070617,3654.8466092737217,12.26896406689816,0.5488586650773559,0.0034672704226066386,8.27498873318278,-1.9630654812269754,7.514488402492904,135.76321504370878,-0.042667883742595406,51.54657601063774
2023-01-01 11:00:00,4178.936896513396,4191.367605597653,22.8684192612044,0.2876327290436782,0.0391910562943909,35.330206449710886,-1.8217792643380937,24.17717527600324,-20.731661191472604,-0.02660843363660095,83.68111164420023
2023-01-01 12:00:00,4082.709848560295,4160.84153778063,330.84967047071,0.3067765995221412,0.06971636921379805,26.767388403082837,-0.2105264414533814,8.390215696393295,54.677165743176694,-0.08322040787421814,310.9620741347419
2023-01-01 13:00:00,3648.637377474793,3527.5987679579544,50.82456045792223,0.3529585034523566,0.01934353429564826,31.76616733541605,-4.981304689754963,5.745639661504445,-111.50487207732654,-0.08954472554555887,229.95947242751114
2023-01-01 14:00:00,3627.2774770449705,3993.902620760982,194.33354903045424,0.6212924490496101,0.06415044812562518,9.824348347810558,-5.450431202722629,15.127903823790946,70.82948506337918,-0.04930857406539675,211.73771646687186
2023-01-01 15:00:00,3628.3831568974038,4147.673822190966,150.0498949492579,0.3340499656687692,0.025982813794029946,10.587293102620976,-2.4652439455351938,25.96935109118196,108.89611035731063,-0.08515062813389085,186.11207229911804
2023-01-01 16:00:00,3712.9695700716766,3626.4027415891333,126.78031408447758,0.7326990505902804,0.08860861088135163,2.074866275495318,-8.675293436580734,7.240491115124996,-10.714725246240508,-0.07924505827305187,261.6284135451232
2023-01-01 17:00:00,3867.3295021425665,3897.5616613868406,328.4391711758544,0.4045273855738697,0.08956899442666166,16.103376759786485,-4.530844862068758,2.356087283783961,47.09076962471772,0.06258568107878741,293.4824964740502
2023-01-01 18:00:00,3802.361513049481,4140.841808311629,7.965539823053668,0.06835320030995862,0.02972872042813265,27.987233066683746,-4.537523998691491,10.69214207548994,-17.469630471040574,-0.09222526059666214,44.937050836009945
2023-01-01 19:00:00,3703.8603981386295,3523.762185010059,242.28323545409,0.7837598424841072,0.022999375396324052,42.89674569986644,-9.105268771896128,22.429554736949335,157.6365477031382,0.03178855878694855,421.5107647857564
2023-01-01 20:00:00,3928.2970263056654,3988.194187072788,351.63896848794593,0.285758324592706,0.04113039720662313,33.346372372934034,-5.820159144930864,16.520716340843837,-0.852327794272334,-0.0454884502369199,308.45823675166827
2023-01-01 21:00:00,3597.6457024564293,3708.1443051607857,204.4613869635723,0.43276687959926263,0.024053158518014872,21.76981616998757,-1.4671520143279804,24.503801087230425,136.72348361152754,0.07430913614162529,215.41086151193483
2023-01-01 22:00:00,3704.5012539746526,4147.077336763571,341.94019864207854,0.6854438832219015,0.06723838432917037,47.65600571970689,-1.4384637800533973,28.78776442827702,120.54082330809943,-0.0030015430845000916,286.8457243061205
2023-01-01 23:00:00,3756.4532903055842,4179.740771615758,19.074125939398677,0.332456157148712,0.08260646845482855,35.96226002879159,-9.00762335080319,23.77987430254851,-35.79807146065739,-0.038884708134434856,68.69796472002041
2023-01-02 00:00:00,3819.248988951925,4160.9865423794035,152.8595614620689,0.056585656146715624,0.0673092130911217,46.5082601431275,-9.092791172521691,18.1140923653126,-107.96620325700998,0.0035277871378869064,197.7278443892596
